State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Yield_tonnes_per_hectare
Maharashtra,District_49,Zaid,Pulses,Loamy,1464.2,35.6,69.2,235.4,5.2,Canal,Sugarcane,Low,1.46
Karnataka,District_25,Zaid,Maize,Sandy,615.7,17.9,65.7,138.9,7.1,Rainfed,Cotton,Low,2.34
Haryana,District_8,Rabi,Wheat,Black,765.2,27.2,61.8,200.7,7.6,Rainfed,Wheat,High,2.2
Rajasthan,District_5,Zaid,Pulses,Black,296.9,21.9,56.9,172.8,5.9,Drip,Rice,Low,1.17
Rajasthan,District_46,Zaid,Pulses,Loamy,76.7,15.6,49.7,145.1,5.6,Tubewell,Sugarcane,High,0.95
West Bengal,District_11,Kharif,Maize,Black,558.6,36.9,64.2,127.2,7.1,Canal,Sugarcane,Low,2.61
Uttar Pradesh,District_22,Kharif,Rice,Alluvial,737.1,20.3,82.1,250.6,5.9,Tubewell,Cotton,Medium,3.47
Manipur,District_12,Rabi,Pulses,Red,623.9,20.6,84.4,81.4,6.5,Drip,Wheat,Low,1.3
Tamil Nadu,District_5,Kharif,Maize,Sandy,605.9,20.0,48.7,201.2,6.8,Sprinkler,Pulses,Low,2.91
Karnataka,District_10,Kharif,Cotton,Loamy,1075.3,31.8,93.1,130.6,5.6,Drip,Cotton,High,1.65
Punjab,District_5,Kharif,Rice,Black,1150.9,35.0,80.4,299.8,6.4,Drip,Wheat,Low,3.6
West Bengal,District_19,Zaid,Maize,Sandy,1547.6,32.9,80.1,152.8,7.6,Drip,Sugarcane,Low,2.68
Gujarat,District_6,Rabi,Pulses,Black,711.5,30.8,54.5,136.7,7.2,Tubewell,Rice,Low,1.16
Karnataka,District_33,Rabi,Pulses,Black,1331.6,22.5,73.6,194.3,7.6,Rainfed,Wheat,Low,1.45
Odisha,District_48,Kharif,Cotton,Alluvial,,30.0,54.6,168.3,7.6,Rainfed,Sugarcane,Low,2.56
Odisha,District_37,Rabi,Pulses,Alluvial,645.5,15.3,90.4,179.0,6.3,Canal,Wheat,Medium,1.17
Maharashtra,District_47,Rabi,Pulses,Loamy,744.5,20.6,86.6,161.4,5.7,Rainfed,Maize,Medium,1.06
Tamil Nadu,District_37,Rabi,Wheat,Loamy,707.1,31.0,59.5,162.0,7.5,Drip,Rice,Low,3.08
Assam,District_13,Rabi,Wheat,Alluvial,944.6,15.4,69.7,122.2,5.2,Sprinkler,Maize,High,2.65
Karnataka,District_47,Zaid,Pulses,Alluvial,1066.1,25.7,58.1,218.9,6.6,Tubewell,Cotton,Low,1.35
Odisha,District_3,Kharif,Rice,Red,,19.2,93.9,154.6,7.5,Sprinkler,Wheat,Low,3.76
Odisha,District_9,Kharif,Maize,Alluvial,1079.1,24.9,45.2,139.0,7.1,Tubewell,Sugarcane,Medium,2.52
Haryana,District_34,Rabi,Pulses,Black,1684.1,36.9,57.0,296.5,7.8,Drip,Cotton,Medium,1.33
Assam,District_19,Kharif,Rice,Red,1889.3,35.7,86.7,100.7,7.0,Drip,Maize,Low,4.41
Karnataka,District_7,Zaid,Maize,Alluvial,2323.2,33.0,58.2,128.3,6.4,Drip,Rice,Low,2.48
Manipur,District_42,Kharif,Rice,Sandy,1778.6,17.1,69.6,76.2,,Rainfed,Cotton,Low,4.45
Haryana,District_44,Rabi,Wheat,Sandy,2788.8,22.0,49.2,227.8,6.0,Rainfed,Pulses,Low,3.29
Tamil Nadu,District_23,Rabi,Pulses,Sandy,459.0,22.5,53.7,162.3,7.3,Sprinkler,Cotton,Low,1.24
Assam,District_2,Zaid,Maize,Loamy,1823.2,36.1,80.3,82.0,5.5,Tubewell,Pulses,Low,2.39
Manipur,District_11,Rabi,Pulses,Red,2153.7,15.8,89.6,86.8,,Tubewell,Wheat,Low,1.21
Uttar Pradesh,District_20,Zaid,Pulses,Black,189.3,31.5,84.6,257.4,7.2,Drip,Cotton,High,1.03
Tamil Nadu,District_17,Rabi,Pulses,Red,632.0,21.3,81.1,122.7,6.3,Sprinkler,Wheat,Medium,1.23
Punjab,District_44,Zaid,Pulses,Alluvial,867.6,30.6,83.9,273.2,6.1,Drip,Rice,Low,1.29
Uttar Pradesh,District_5,Zaid,Maize,Black,584.8,22.5,77.2,227.9,7.2,Drip,Wheat,Low,2.7
Haryana,District_35,Zaid,Maize,Sandy,2691.3,36.5,87.3,301.1,5.7,Sprinkler,Sugarcane,Low,2.56
Manipur,District_8,Kharif,Rice,Loamy,1177.3,32.0,57.9,98.0,5.8,Tubewell,Sugarcane,Medium,2.92
West Bengal,District_3,Rabi,Wheat,Alluvial,2570.3,29.6,49.9,103.3,7.4,Rainfed,Wheat,Low,3.63
Meghalaya,District_43,Zaid,Maize,Sandy,975.1,29.4,63.6,128.1,5.8,Drip,Maize,Medium,1.99
Odisha,District_4,Zaid,Maize,Alluvial,3611.7,15.4,63.8,146.6,6.4,Sprinkler,Maize,Medium,2.38
Karnataka,District_18,Zaid,Pulses,Alluvial,,20.1,52.8,249.3,6.9,Sprinkler,Sugarcane,High,1.22
Odisha,District_47,Zaid,Pulses,Alluvial,1622.9,16.9,82.0,124.5,5.8,Tubewell,Cotton,Low,1.12
Assam,District_9,Zaid,Pulses,Alluvial,1391.0,29.9,55.9,96.0,7.3,Canal,Wheat,Low,1.31
Gujarat,District_42,Kharif,Cotton,Loamy,1827.2,31.8,50.8,245.1,6.9,Tubewell,Cotton,Medium,2.13
Rajasthan,District_43,Rabi,Pulses,Red,599.2,24.9,52.9,173.5,7.5,Drip,Sugarcane,Medium,1.27
Odisha,District_46,Rabi,Pulses,Sandy,,22.9,77.9,184.4,6.9,Sprinkler,Maize,Low,1.3
Tamil Nadu,District_49,Rabi,Pulses,Loamy,1007.1,33.4,65.6,167.1,,Sprinkler,Wheat,Medium,1.05
Karnataka,District_48,Zaid,Maize,Black,853.2,27.4,90.0,166.3,6.0,Rainfed,Rice,High,2.22
Manipur,District_46,Zaid,Pulses,Red,4290.5,31.3,92.6,179.64,6.5,Canal,Maize,High,1.13
Odisha,District_17,Zaid,Maize,Sandy,1512.3,22.3,94.8,107.8,5.7,Tubewell,Sugarcane,High,1.88
Assam,District_31,Rabi,Wheat,Red,935.7,25.0,79.2,141.8,5.9,Sprinkler,Maize,High,2.61
Uttar Pradesh,District_48,Rabi,Wheat,sandy,2216.9,35.5,73.3,214.5,5.7,Canal,Sugarcane,Low,2.82
Karnataka,District_42,Rabi,Wheat,Black,1600.3,16.0,50.8,232.8,6.4,Rainfed,Cotton,Medium,2.93
Haryana,District_50,Zaid,Pulses,Alluvial,999.2,25.1,81.0,259.0,7.3,Drip,Sugarcane,High,1.07
Odisha,District_38,Rabi,Wheat,Loamy,2121.0,22.5,94.5,135.0,7.2,Rainfed,Wheat,Medium,2.89
Odisha,District_39,Kharif,Cotton,Loamy,699.1,18.7,46.2,117.7,,Tubewell,Maize,Low,2.11
Rajasthan,District_24,Kharif,Rice,Sandy,66.1,37.4,80.7,130.3,5.8,Rainfed,Sugarcane,High,2.86
Meghalaya,District_21,Rabi,Wheat,alluvial,2303.6,30.5,46.2,97.2,7.4,Canal,Maize,Low,3.16
Uttar Pradesh,District_26,Kharif,Maize,Alluvial,269.0,28.3,70.2,213.2,7.0,Tubewell,Cotton,Low,2.23
Maharashtra,District_37,Kharif,Cotton,Red,2962.9,19.0,86.0,164.7,5.5,Canal,Sugarcane,Low,1.62
West Bengal,District_32,Rabi,Pulses,Sandy,912.6,31.0,62.5,170.3,5.6,Drip,Wheat,Medium,0.99
Maharashtra,District_28,Zaid,Pulses,Loamy,710.5,35.3,66.1,165.8,6.0,Drip,Cotton,Low,1.2
Assam,District_29,Kharif,Rice,Sandy,315.4,24.7,58.3,79.2,5.7,Drip,Maize,Low,3.74
Punjab,District_33,Rabi,Wheat,Red,1019.0,34.0,46.1,219.7,6.6,Sprinkler,Rice,Low,2.82
Odisha,District_38,Rabi,Wheat,Red,1223.9,22.8,51.2,190.3,7.7,Canal,Pulses,Low,2.9
Meghalaya,District_13,Kharif,Rice,Sandy,284.9,36.2,76.0,92.8,7.2,Tubewell,Sugarcane,High,2.74
Tamil Nadu,District_47,Kharif,Rice,Loamy,446.4,21.3,45.8,143.3,6.8,Drip,Maize,Medium,3.27
Haryana,District_29,Kharif,Cotton,Black,852.0,26.2,48.1,301.6,5.9,Tubewell,Pulses,Low,2.35
Punjab,District_48,Zaid,Pulses,Black,882.9,19.1,51.4,251.4,5.4,Rainfed,Rice,Medium,0.93
West Bengal,District_19,Rabi,Wheat,Loamy,633.4,16.4,47.4,130.2,6.1,Canal,Rice,High,2.98
West Bengal,District_49,Zaid,Pulses,Loamy,1376.9,34.0,81.4,204.8,6.4,Drip,Wheat,Low,1.5
Manipur,District_16,Kharif,Rice,Sandy,1637.3,16.6,87.8,126.7,6.5,Canal,Wheat,Low,3.76
Rajasthan,District_25,Kharif,Cotton,Loamy,232.6,34.6,45.3,158.4,6.6,Tubewell,Cotton,High,1.48
Assam,District_39,Rabi,Pulses,Red,174.0,15.1,48.1,144.1,,Drip,Wheat,Medium,0.98
Gujarat,District_49,Rabi,Pulses,Red,464.9,30.3,84.2,258.0,5.9,Canal,Cotton,High,1.06
Odisha,District_17,Zaid,Pulses,Loamy,1150.1,32.4,54.4,171.4,7.3,Sprinkler,Wheat,Medium,1.19
West Bengal,District_9,Kharif,Rice,Sandy,570.5,23.0,47.5,141.3,7.2,Drip,Maize,Low,3.42
Karnataka,District_22,Kharif,Cotton,Red,775.3,18.7,64.4,187.6,5.7,Tubewell,Cotton,Low,2.14
Odisha,District_18,Rabi,Wheat,Sandy,1557.4,34.8,51.5,90.4,5.9,Canal,Pulses,High,3.08
Karnataka,District_39,Kharif,Maize,Black,1193.3,31.6,84.0,178.2,6.8,Tubewell,Wheat,Low,2.45
West Bengal,District_5,Zaid,Pulses,Loamy,860.4,20.5,89.6,103.7,6.5,Sprinkler,Sugarcane,Low,1.02
Gujarat,District_9,Zaid,Pulses,Red,1214.7,28.6,54.8,196.0,5.3,Canal,Pulses,Medium,1.34
Odisha,District_21,Rabi,Wheat,Alluvial,,24.4,78.4,158.9,7.5,Rainfed,Maize,Low,3.44
West Bengal,District_37,Rabi,Wheat,Red,676.4,29.9,76.3,144.1,5.3,Tubewell,Wheat,High,2.68
Assam,District_31,Kharif,Rice,Sandy,968.2,15.6,49.6,73.9,6.9,Rainfed,Wheat,Medium,3.01
Rajasthan,District_15,Kharif,Maize,Loamy,196.9,17.9,81.2,177.2,5.8,Canal,Sugarcane,Medium,2.29
Rajasthan,District_41,Kharif,Maize,Black,70.4,21.2,70.7,93.0,7.4,Drip,Cotton,High,1.93
Odisha,District_5,Kharif,Rice,Red,2612.2,20.2,87.2,103.5,7.5,Sprinkler,Maize,Low,3.67
Maharashtra,District_27,Zaid,Maize,Black,1190.5,36.5,76.9,121.4,5.5,Tubewell,Maize,High,1.82
Rajasthan,District_21,Kharif,Rice,Sandy,100.2,28.0,57.3,150.8,5.9,Canal,Cotton,High,2.95
Assam,District_47,Zaid,Maize,Alluvial,942.8,30.2,89.1,105.6,6.9,Tubewell,Pulses,Medium,2.49
Rajasthan,District_18,Rabi,Pulses,Sandy,,26.6,50.3,140.9,7.1,Sprinkler,Maize,Low,1.18
Punjab,District_1,Rabi,Pulses,Black,2085.3,23.3,45.6,,6.4,Canal,Cotton,Low,1.42
Manipur,District_9,Kharif,Cotton,Alluvial,1185.8,22.5,49.8,114.5,5.8,Rainfed,Wheat,High,1.73
Karnataka,District_46,Kharif,Rice,Sandy,1818.0,16.4,94.6,165.7,6.6,Sprinkler,Cotton,Medium,3.54
Meghalaya,District_47,Zaid,Maize,Sandy,2928.1,24.6,54.3,137.6,7.3,Canal,Cotton,Medium,2.36
Haryana,District_49,Zaid,Pulses,Alluvial,1178.7,16.8,84.1,178.2,7.2,Drip,Pulses,Low,1.18
Rajasthan,District_49,Zaid,Pulses,Red,336.4,25.2,50.6,82.9,7.1,Tubewell,Sugarcane,Low,1.36
Assam,District_43,Rabi,Pulses,Black,1738.5,21.6,66.2,85.1,6.8,Rainfed,Wheat,Medium,1.34
Manipur,District_7,Kharif,Cotton,Black,553.5,26.2,90.9,118.4,7.6,Canal,Rice,Low,2.4
Rajasthan,District_28,Rabi,Pulses,Black,418.6,21.7,56.1,129.6,6.3,Canal,Pulses,Low,1.22
Uttar Pradesh,District_47,Kharif,Cotton,Black,1646.8,29.3,62.1,258.7,5.4,Tubewell,Wheat,Low,2.32
West Bengal,District_16,Kharif,Rice,Black,1029.0,21.3,94.7,118.2,6.0,Canal,Pulses,Medium,3.29
Tamil Nadu,District_4,Zaid,Pulses,Alluvial,1634.9,18.8,84.5,153.3,7.2,Drip,Pulses,Low,1.54
Meghalaya,District_39,Zaid,Maize,Red,2024.1,16.7,74.8,119.5,6.7,Tubewell,Maize,High,2.59
Uttar Pradesh,District_27,Kharif,Cotton,Loamy,1643.2,20.1,75.7,167.6,5.9,Canal,Rice,Low,2.45
Gujarat,District_50,Zaid,Pulses,Sandy,7395.75,34.6,45.0,432.36,5.8,Canal,Maize,Low,1.17
Manipur,District_27,Zaid,Maize,Black,1210.3,15.7,72.7,70.6,7.3,Tubewell,Sugarcane,High,2.3
Uttar Pradesh,District_10,Kharif,Maize,Loamy,936.1,28.2,78.1,266.3,5.4,Rainfed,Maize,Medium,2.21
Haryana,District_22,Kharif,Maize,Loamy,906.2,20.5,65.6,221.6,7.0,Rainfed,Maize,Low,2.55
Manipur,District_8,Kharif,Rice,Sandy,2274.9,33.3,87.4,103.2,5.8,Rainfed,Cotton,Medium,3.31
Meghalaya,District_2,Kharif,Rice,Alluvial,1942.3,21.1,92.0,94.2,7.2,Tubewell,Sugarcane,Low,4.33
Maharashtra,District_30,Rabi,Wheat,Alluvial,529.6,24.7,81.8,234.5,7.1,Tubewell,Rice,Low,3.6
Maharashtra,District_47,Kharif,Cotton,Red,1592.1,32.8,54.5,133.9,7.5,Sprinkler,Wheat,Low,1.86
Uttar Pradesh,District_9,Zaid,Pulses,Sandy,1322.3,22.7,52.1,253.9,5.5,Sprinkler,Pulses,Medium,1.13
Maharashtra,District_21,Kharif,Cotton,Black,1622.8,15.5,72.7,163.5,7.4,Rainfed,Sugarcane,Low,2.36
Karnataka,District_2,Zaid,Maize,Black,2306.4,16.7,56.7,209.0,5.4,Tubewell,Wheat,Low,2.47
Haryana,District_29,Kharif,Rice,Black,695.6,33.7,52.5,220.4,7.4,Drip,Wheat,Medium,2.9
Karnataka,District_35,Rabi,Wheat,Loamy,1139.4,36.5,82.0,246.3,7.6,Canal,Rice,Medium,2.85
Punjab,District_23,Kharif,Cotton,Loamy,630.4,31.8,71.8,270.9,5.5,Tubewell,Cotton,Low,1.83
Punjab,District_13,Zaid,Pulses,Sandy,1383.3,26.5,78.3,286.9,7.1,Drip,Cotton,Low,1.58
Odisha,District_7,Rabi,Wheat,Sandy,,34.9,48.1,119.7,7.6,Sprinkler,Sugarcane,Medium,2.33
West Bengal,District_20,Rabi,Pulses,Black,1257.1,17.2,83.5,126.6,5.8,Canal,Pulses,Low,1.37
West Bengal,District_20,Rabi,Pulses,Red,620.2,21.5,77.9,193.3,7.7,Sprinkler,Cotton,Medium,0.93
Punjab,District_3,Zaid,Maize,Sandy,779.4,33.0,93.6,264.1,6.9,Canal,Pulses,Medium,2.34
Haryana,District_34,Zaid,Pulses,Red,2446.9,20.9,75.9,259.3,6.4,Sprinkler,Wheat,Low,1.43
Tamil Nadu,District_23,Kharif,Rice,Alluvial,442.3,19.2,68.7,110.2,5.3,Drip,Pulses,Low,3.63
West Bengal,District_29,Zaid,Pulses,Alluvial,536.4,24.8,46.3,135.1,7.7,Drip,Cotton,Medium,1.04
West Bengal,District_7,Kharif,Cotton,Sandy,862.2,28.6,91.5,177.1,7.7,Tubewell,Pulses,Medium,1.9
Assam,District_34,Rabi,Wheat,Loamy,1437.0,29.2,61.1,70.4,7.0,Canal,Sugarcane,Low,2.89
Manipur,District_12,Rabi,Pulses,Black,1399.5,36.0,63.9,135.6,6.3,Sprinkler,Pulses,Low,1.51
Haryana,District_27,Kharif,Cotton,Loamy,528.2,18.5,85.7,284.7,5.8,Sprinkler,Maize,Low,2.15
Manipur,District_26,Rabi,Pulses,Black,1457.1,27.8,73.2,79.1,6.2,Tubewell,Rice,Medium,1.31
Punjab,District_13,Kharif,Cotton,Alluvial,693.0,33.5,76.0,218.8,7.7,Drip,Cotton,High,1.52
Odisha,District_18,Rabi,Pulses,Loamy,,20.9,85.5,127.2,5.4,Sprinkler,Maize,Medium,0.97
Punjab,District_10,Zaid,Maize,Sandy,1459.5,21.2,79.3,197.7,6.8,Sprinkler,Cotton,Low,2.8
Tamil Nadu,District_20,Kharif,Rice,Sandy,478.5,25.9,83.6,129.0,6.9,Rainfed,Rice,Low,3.62
Punjab,District_36,Zaid,Maize,Sandy,804.8,24.3,68.5,203.6,6.9,Rainfed,Cotton,Medium,2.32
Haryana,District_27,Zaid,Pulses,Red,1658.5,24.4,55.9,231.8,6.5,Sprinkler,Rice,Medium,1.3
Punjab,District_46,Zaid,Pulses,Black,1528.6,18.8,72.3,262.7,6.7,Canal,Sugarcane,High,1.39
Rajasthan,District_5,Rabi,Pulses,Loamy,52.1,16.4,90.4,,7.2,Drip,Maize,Low,1.18
Haryana,District_50,Kharif,Cotton,Red,939.5,19.6,70.1,262.6,6.7,Canal,Maize,Medium,2.13
Gujarat,District_38,Rabi,Pulses,Alluvial,1283.7,15.7,67.9,191.3,5.4,Sprinkler,Pulses,High,1.01
Uttar Pradesh,District_2,Zaid,Maize,Black,1377.1,20.0,67.9,261.1,5.5,Rainfed,Cotton,Low,2.68
West Bengal,District_8,Kharif,Rice,Loamy,671.7,22.1,94.4,101.8,,Drip,Wheat,Low,3.34
Gujarat,District_11,Zaid,Maize,Sandy,380.5,24.8,49.3,220.9,7.4,Sprinkler,Rice,Low,2.92
Maharashtra,District_45,Kharif,Maize,Black,550.6,15.3,90.4,153.7,7.5,Canal,Pulses,High,1.97
Assam,District_41,Kharif,Rice,Red,1263.5,15.3,45.8,134.3,6.5,Tubewell,Wheat,Medium,3.91
Assam,District_35,Zaid,Pulses,Red,1426.0,33.1,46.6,140.7,6.9,Tubewell,Sugarcane,Low,1.72
Tamil Nadu,District_15,Zaid,Pulses,Sandy,940.6,26.2,67.1,113.4,6.1,Drip,Rice,Low,1.21
Gujarat,District_44,Zaid,Pulses,Sandy,2154.4,21.7,73.6,228.6,6.2,Canal,Sugarcane,Low,1.41
Odisha,District_45,Rabi,Pulses,Alluvial,629.8,29.8,82.6,152.5,6.8,Rainfed,Cotton,Low,1.2
Meghalaya,District_25,Kharif,Maize,Black,1448.9,33.5,70.9,69.3,5.5,Canal,Rice,Medium,2.31
Gujarat,District_2,Kharif,Cotton,Loamy,530.7,30.8,90.9,187.6,7.5,Drip,Cotton,Low,1.86
Rajasthan,District_28,Rabi,Wheat,Black,1051.5,35.1,50.6,305.64000000000004,7.7,Drip,Maize,Medium,2.91
Uttar Pradesh,District_21,Zaid,Pulses,Black,2396.6,27.7,86.6,170.7,6.5,Rainfed,Wheat,Low,1.27
Maharashtra,District_9,Zaid,Pulses,Alluvial,1803.6,35.5,57.5,204.8,6.2,Drip,Pulses,Low,1.42
West Bengal,District_35,Zaid,Maize,Alluvial,424.6,21.2,92.7,210.9,6.4,Drip,Wheat,Low,2.7
Tamil Nadu,District_31,Rabi,Wheat,Alluvial,1051.5,17.6,52.9,193.1,5.3,Tubewell,Pulses,Medium,3.37
Meghalaya,District_1,Kharif,Cotton,Black,1398.2,27.9,84.7,119.9,6.7,Drip,Pulses,Low,2.61
Assam,District_46,Rabi,Pulses,Sandy,417.8,26.7,63.8,110.4,5.9,Tubewell,Sugarcane,Medium,1.17
Maharashtra,District_27,Zaid,Pulses,Loamy,2267.1,28.1,67.3,255.7,7.1,Sprinkler,Sugarcane,Low,1.44
Karnataka,District_11,Rabi,Wheat,Loamy,1168.4,34.5,86.5,112.4,5.8,Canal,Maize,Low,3.16
Gujarat,District_45,Kharif,Cotton,Red,1183.6,19.9,75.9,169.0,5.7,Canal,Rice,Medium,1.72
Rajasthan,District_41,Kharif,Rice,Black,323.1,16.7,64.8,,7.7,Rainfed,Maize,Medium,3.45
West Bengal,District_6,Kharif,Rice,Loamy,1093.2,37.7,84.4,199.6,5.7,Tubewell,Cotton,High,2.96
Manipur,District_32,Zaid,Maize,Black,994.8,37.2,75.7,74.8,5.2,Canal,Wheat,Low,1.95
Rajasthan,District_40,Zaid,Pulses,Loamy,227.3,16.5,72.3,123.2,7.8,Drip,Pulses,Medium,0.83
Haryana,District_37,Kharif,Maize,Loamy,851.9,37.2,90.4,231.9,5.4,Drip,Rice,Medium,2.08
Odisha,District_49,Zaid,Pulses,Black,606.0,33.8,71.5,138.2,7.1,Drip,Maize,Low,1.37
Uttar Pradesh,District_1,Kharif,Maize,Loamy,612.2,37.5,49.9,273.5,6.8,Drip,Maize,High,2.33
Assam,District_3,Rabi,Pulses,Alluvial,681.7,35.1,81.4,91.9,7.3,Canal,Wheat,Low,1.24
Manipur,District_46,Rabi,Wheat,Red,1299.9,25.0,72.8,122.1,5.7,Rainfed,Wheat,Low,2.9
Tamil Nadu,District_48,Kharif,Rice,Red,1634.9,31.1,93.1,186.6,7.5,Tubewell,Rice,Medium,3.86
Odisha,District_48,Rabi,Pulses,Loamy,637.4,32.0,62.1,102.9,5.3,Drip,Rice,High,0.98
Uttar Pradesh,District_44,Zaid,Pulses,Black,1009.3,35.3,86.2,243.5,7.4,Canal,Maize,Low,1.3
Rajasthan,District_12,Rabi,Pulses,Alluvial,246.2,25.1,55.2,161.9,5.7,Rainfed,Rice,Low,1.01
West Bengal,District_19,Kharif,Cotton,Black,1073.2,29.0,90.5,166.4,6.5,Canal,Sugarcane,Low,2.27
Haryana,District_25,Kharif,Rice,Alluvial,846.7,22.4,89.5,225.4,5.7,Drip,Pulses,Medium,3.29
Uttar Pradesh,District_6,Zaid,Pulses,Sandy,1448.0,33.9,80.3,164.3,6.2,Drip,Maize,Medium,1.2
Punjab,District_3,Zaid,Pulses,Sandy,1790.0,25.2,73.2,234.5,6.8,Rainfed,Maize,Low,1.48
Assam,District_31,Zaid,Maize,Red,2875.0,21.7,52.7,167.04,7.1,Drip,Wheat,Low,2.37
Karnataka,District_23,Zaid,Pulses,Black,596.9,32.3,92.7,122.1,6.5,Rainfed,Cotton,High,1.01
Assam,District_12,Zaid,Pulses,Sandy,1691.4,18.9,57.3,102.4,6.0,Canal,Cotton,Low,1.46
Assam,District_22,Kharif,Cotton,Alluvial,1391.8,32.6,59.0,100.3,5.3,Canal,Maize,Low,2.37
Maharashtra,District_44,Zaid,Maize,Sandy,1890.0,27.8,82.7,190.6,6.4,Sprinkler,Pulses,Medium,2.48
Manipur,District_15,Kharif,Rice,Black,2231.8,36.3,87.7,119.0,7.5,Canal,Rice,Medium,3.77
Meghalaya,District_27,Rabi,Wheat,Black,687.8,26.9,69.4,63.8,6.7,Canal,Cotton,Low,3.84
Uttar Pradesh,District_22,Zaid,Maize,Alluvial,,23.6,66.2,245.7,7.1,Canal,Cotton,Low,2.69
Rajasthan,District_19,Kharif,Cotton,Sandy,800.2,16.2,79.7,146.9,5.4,Rainfed,Pulses,Low,1.77
Gujarat,District_23,Kharif,Cotton,Alluvial,930.9,25.0,77.6,265.8,6.3,Sprinkler,Pulses,Medium,1.92
Tamil Nadu,District_20,Zaid,Maize,Alluvial,848.7,21.1,89.4,116.8,6.4,Sprinkler,Sugarcane,Low,2.75
Rajasthan,District_19,Kharif,Rice,Sandy,137.4,29.1,71.3,177.0,6.0,Rainfed,Sugarcane,Medium,2.68
Karnataka,District_37,Rabi,Wheat,Sandy,222.6,20.2,82.8,135.9,7.7,Drip,Cotton,Low,2.41
Punjab,District_46,Zaid,Pulses,Red,1438.8,24.1,72.1,284.7,7.2,Sprinkler,Cotton,Low,1.53
Haryana,District_30,Zaid,Maize,Loamy,1783.1,28.1,70.3,267.3,5.9,Tubewell,Sugarcane,Low,3.21
Haryana,District_1,Kharif,Cotton,Alluvial,725.1,27.1,75.6,221.1,6.0,Rainfed,Cotton,Low,1.85
Tamil Nadu,District_15,Zaid,Pulses,Sandy,2352.9,32.5,90.1,122.5,5.6,Tubewell,Cotton,Medium,1.14
Karnataka,District_13,Rabi,Wheat,Black,1626.0,15.6,88.1,218.9,7.6,Rainfed,Pulses,Medium,3.09
Maharashtra,District_39,Zaid,Maize,Loamy,340.6,29.4,45.6,191.4,,Sprinkler,Maize,Medium,2.37
Assam,District_20,Kharif,Maize,Loamy,430.3,21.1,65.3,129.0,6.4,Tubewell,Cotton,Medium,2.88
Punjab,District_40,Zaid,Pulses,Sandy,1170.0,17.8,89.6,249.7,7.7,Canal,Pulses,Low,1.06
Meghalaya,District_4,Zaid,Pulses,Alluvial,1370.7,35.3,85.7,137.4,7.4,Canal,Pulses,Low,1.45
West Bengal,District_14,Kharif,Rice,Loamy,1254.6,16.6,64.7,137.9,7.6,Canal,Wheat,Low,3.83
Odisha,District_34,Zaid,Maize,Alluvial,920.5,28.4,71.7,100.8,6.0,Sprinkler,Pulses,Low,2.51
Assam,District_34,Kharif,Cotton,Loamy,1218.0,31.5,90.0,94.4,5.8,Sprinkler,Pulses,Low,2.36
West Bengal,District_49,Rabi,Wheat,Alluvial,,34.5,74.1,114.1,6.5,Tubewell,Cotton,Medium,2.83
West Bengal,District_40,Kharif,Rice,Alluvial,1807.3,28.4,87.0,203.6,5.4,Sprinkler,Maize,Low,4.57
West Bengal,District_2,Kharif,Rice,Loamy,1680.9,35.3,87.8,116.7,7.5,Tubewell,Sugarcane,Low,4.29
Punjab,District_5,Rabi,Wheat,Alluvial,1484.6,18.7,48.1,269.2,6.1,Drip,Rice,High,3.11
Manipur,District_35,Zaid,Pulses,Red,893.1,28.1,86.8,104.5,5.3,Canal,Wheat,Medium,1.22
Haryana,District_47,Rabi,Pulses,Sandy,818.0,36.0,61.0,229.1,6.9,Sprinkler,Wheat,Low,1.26
West Bengal,District_7,Kharif,Rice,Black,1556.4,26.7,61.1,125.8,7.7,Tubewell,Sugarcane,Medium,3.44
Gujarat,District_3,Rabi,Wheat,Sandy,1141.1,23.6,75.6,,7.4,Sprinkler,Rice,Medium,2.86
Uttar Pradesh,District_46,Rabi,Wheat,Loamy,1041.7,32.4,45.1,258.2,5.9,Drip,Pulses,Low,3.62
Haryana,District_32,Kharif,Maize,Loamy,981.6,26.0,67.2,220.8,5.4,Tubewell,Wheat,Medium,2.2
Maharashtra,District_42,Rabi,Pulses,Alluvial,159.0,34.0,69.7,153.4,5.5,Rainfed,Maize,Low,0.92
Haryana,District_32,Zaid,Maize,Loamy,3376.2,37.7,55.0,272.6,6.3,Drip,Sugarcane,Low,2.51
Tamil Nadu,District_18,Kharif,Rice,Red,713.9,17.7,67.8,186.4,5.9,Drip,Wheat,Low,3.31
Uttar Pradesh,District_29,Rabi,Wheat,Alluvial,188.6,28.4,92.2,218.4,6.8,Tubewell,Wheat,Low,2.51
West Bengal,District_14,Zaid,Pulses,Loamy,1356.8,15.4,56.1,167.0,5.3,Rainfed,Wheat,Low,1.31
Assam,District_35,Rabi,Pulses,Black,1053.4,26.8,89.6,123.0,7.0,Sprinkler,Cotton,Medium,1.3
Manipur,District_33,Kharif,Rice,Red,353.1,28.0,92.1,139.5,6.4,Rainfed,Pulses,High,3.42
Meghalaya,District_9,Rabi,Wheat,Loamy,1388.0,28.7,61.4,110.1,7.3,Tubewell,Maize,Medium,3.41
