State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Soil_N,Soil_P,Soil_K,Irrigation_Frequency,Yield_tonnes_per_hectare
Haryana,District_41,Kharif,Cotton,Black,1690.4,20.9,76.0,107.5,6.7,Sprinkler,Rice,High,119.6,97.8,106.9,9,1.73
Punjab,District_14,Kharif,Maize,Black,786.7,30.7,70.0,295.3,5.8,Canal,Sugarcane,High,110.6,63.4,127.1,1,2.38
West Bengal,District_50,Kharif,Sugarcane,Black,689.8,26.1,49.1,287.0,7.4,Tubewell,Sugarcane,Medium,150.4,57.0,85.3,7,61.14
Punjab,District_17,Kharif,Maize,Black,740.1,33.5,65.3,72.5,7.2,Tubewell,Rice,High,80.2,40.7,58.1,4,2.14
Rajasthan,District_16,Kharif,Rice,Alluvial,1172.0,35.2,88.4,268.9,5.8,Sprinkler,Maize,Medium,117.7,98.8,124.9,2,4.4
Punjab,District_48,Rabi,Wheat,Alluvial,1065.3,27.4,67.4,85.3,6.9,Drip,Sugarcane,Low,173.3,50.4,125.3,3,3.11
Haryana,District_50,Kharif,Pulses,Loamy,824.0,23.2,81.7,126.3,6.0,Rainfed,Sugarcane,Medium,146.4,35.7,138.7,2,1.06
Karnataka,District_40,Rabi,Rice,Sandy,1402.6,22.3,87.1,277.5,5.9,Canal,Pulses,Low,197.5,31.3,62.2,8,3.95
Manipur,District_42,Zaid,Pulses,Red,1280.2,25.1,73.8,80.0,7.5,Canal,Rice,Medium,170.5,60.4,146.4,7,1.29
Gujarat,District_46,Rabi,Cotton,Alluvial,1324.9,37.9,93.9,217.5,5.5,Drip,Rice,Medium,153.0,27.4,43.2,4,1.9
Haryana,District_9,Zaid,Maize,Black,699.2,33.8,69.7,230.5,6.0,Rainfed,Sugarcane,Low,120.7,85.7,90.5,5,2.88
Rajasthan,District_39,Zaid,Sugarcane,Red,1579.8,27.1,53.4,87.1,5.4,Sprinkler,Maize,Medium,157.9,53.6,139.6,3,52.17
Gujarat,District_45,Zaid,Sugarcane,Loamy,2313.4,29.3,59.4,261.9,6.4,Canal,Pulses,Low,196.9,70.7,53.9,2,70.73
Rajasthan,District_29,Zaid,Sugarcane,Black,1938.9,19.0,87.1,114.5,7.4,Tubewell,Cotton,Medium,91.9,71.4,116.4,9,55.27
Odisha,District_7,Rabi,Cotton,Loamy,792.3,32.6,62.5,242.2,7.5,Rainfed,Cotton,High,84.9,84.6,46.5,2,1.52
Odisha,District_44,Rabi,Pulses,Red,1671.1,18.9,61.4,151.1,5.8,Drip,Rice,Low,107.2,30.3,85.4,4,1.34
Haryana,District_48,Kharif,Rice,Loamy,1071.9,37.2,47.0,229.8,7.7,Rainfed,Wheat,Low,173.9,75.9,132.3,7,3.72
Tamil Nadu,District_22,Zaid,Rice,Sandy,1782.8,27.3,74.9,168.0,5.8,Canal,Cotton,High,68.0,25.5,69.0,9,3.77
Odisha,District_39,Rabi,Pulses,Alluvial,1088.9,28.8,56.3,132.0,7.1,Rainfed,Maize,Medium,57.2,92.2,133.7,9,1.18
Haryana,District_43,Zaid,Sugarcane,Black,545.3,29.4,69.2,261.2,5.9,Drip,Wheat,Low,114.4,41.4,126.8,5,59.28
Haryana,District_49,Zaid,Maize,Red,730.0,28.8,46.3,82.5,7.6,Rainfed,Sugarcane,Low,150.4,86.3,136.7,1,2.26
West Bengal,District_44,Zaid,Cotton,Sandy,573.7,18.8,49.4,287.5,6.4,Sprinkler,Rice,High,168.3,71.2,114.4,4,1.85
Karnataka,District_12,Zaid,Pulses,Red,959.1,36.9,73.0,238.5,6.5,Rainfed,Pulses,Low,145.1,25.7,68.0,1,1.07
Manipur,District_12,Rabi,Maize,Red,1162.1,20.5,65.8,168.1,6.4,Tubewell,Sugarcane,Low,143.4,57.6,89.2,4,2.91
Rajasthan,District_41,Kharif,Cotton,Black,1148.0,15.2,52.0,68.8,5.5,Canal,Rice,High,100.8,84.2,102.9,6,1.49
Meghalaya,District_30,Kharif,Sugarcane,Loamy,1010.6,29.2,46.3,142.9,6.5,Rainfed,Wheat,Medium,181.1,59.5,117.2,3,63.98
Odisha,District_39,Zaid,Maize,Red,1595.5,24.0,80.1,271.7,6.9,Canal,Rice,High,88.7,74.0,72.6,7,2.55
Uttar Pradesh,District_6,Zaid,Wheat,Alluvial,1634.5,35.0,54.1,219.7,7.3,Rainfed,Cotton,High,149.4,27.4,105.6,8,3.22
Rajasthan,District_27,Rabi,Cotton,Sandy,1026.3,23.2,91.8,220.5,7.0,Rainfed,Wheat,Medium,104.3,67.5,41.1,2,2.24
Manipur,District_8,Kharif,Sugarcane,Red,935.9,32.0,69.1,259.0,7.8,Rainfed,Pulses,Medium,173.0,75.6,98.6,1,53.26
Rajasthan,District_20,Rabi,Sugarcane,Sandy,996.5,33.6,51.9,172.0,7.3,Canal,Wheat,High,60.1,51.0,133.7,4,52.65
Maharashtra,District_20,Kharif,Sugarcane,Alluvial,546.9,33.1,64.6,251.6,7.3,Tubewell,Wheat,Low,178.6,93.3,87.4,8,70.85
Manipur,District_1,Rabi,Maize,Red,950.8,27.1,68.1,99.8,6.9,Drip,Pulses,Low,56.7,81.0,144.1,3,2.49
Maharashtra,District_46,Kharif,Wheat,Loamy,1128.7,22.8,43.9,158.3,6.0,Tubewell,Sugarcane,High,151.6,68.5,80.1,4,3.05
Tamil Nadu,District_48,Rabi,Pulses,Alluvial,2219.7,18.8,93.5,114.8,7.7,Canal,Cotton,Medium,129.8,30.9,50.9,6,1.27
Punjab,District_28,Kharif,Cotton,Red,1016.9,22.2,48.1,177.1,5.5,Sprinkler,Cotton,High,175.3,49.6,81.2,3,1.96
Meghalaya,District_26,Rabi,Pulses,Red,1243.4,37.6,55.9,290.7,6.2,Canal,Maize,Low,107.8,47.2,99.6,5,1.56
Uttar Pradesh,District_28,Rabi,Sugarcane,Red,3411.6,20.7,86.1,145.5,7.3,Canal,Wheat,Low,156.4,34.2,95.8,5,56.47
Maharashtra,District_26,Rabi,Sugarcane,Sandy,1135.5,28.4,47.7,166.6,6.8,Rainfed,Pulses,Low,123.3,52.1,149.3,2,75.47
Odisha,District_33,Rabi,Wheat,Black,1861.4,19.6,61.7,69.5,6.4,Canal,Sugarcane,Low,131.5,38.2,146.0,5,3.82
Tamil Nadu,District_42,Rabi,Wheat,Red,387.2,15.9,81.0,191.8,5.4,Tubewell,Wheat,High,152.1,57.3,43.8,6,2.76
Haryana,District_39,Rabi,Wheat,Black,1030.0,26.1,87.5,201.3,6.2,Tubewell,Pulses,Low,92.9,36.3,123.8,9,3.29
Haryana,District_49,Zaid,Wheat,Loamy,2083.2,25.5,64.4,204.5,6.7,Sprinkler,Sugarcane,Medium,171.0,58.1,149.6,8,3.12
Gujarat,District_41,Zaid,Pulses,Sandy,991.8,35.5,43.4,272.0,6.4,Rainfed,Wheat,Medium,126.6,70.1,141.9,2,1.32
Gujarat,District_20,Rabi,Rice,Loamy,2650.8,30.9,47.4,131.9,6.1,Rainfed,Sugarcane,High,170.7,42.3,63.2,9,3.21
Punjab,District_30,Zaid,Maize,Alluvial,1030.4,16.6,40.3,284.9,7.3,Drip,Rice,Medium,171.4,90.8,117.0,8,2.7
Punjab,District_6,Rabi,Maize,Alluvial,2242.7,30.8,41.3,133.5,6.6,Sprinkler,Sugarcane,High,144.8,66.2,116.8,3,2.21
Tamil Nadu,District_48,Rabi,Cotton,Sandy,331.4,26.5,83.7,229.7,5.3,Canal,Cotton,High,60.9,52.2,72.5,2,1.71
Manipur,District_39,Zaid,Sugarcane,Black,1681.5,24.3,89.8,137.2,6.4,Drip,Sugarcane,Medium,83.9,71.2,147.7,5,57.66
Uttar Pradesh,District_46,Rabi,Rice,Alluvial,882.6,19.3,79.6,268.1,6.4,Canal,Sugarcane,Medium,173.2,64.4,110.1,2,3.15
Rajasthan,District_29,Kharif,Wheat,Black,1631.9,33.5,70.4,184.8,5.6,Drip,Sugarcane,High,166.3,41.7,94.6,2,2.56
Tamil Nadu,District_19,Kharif,Sugarcane,Red,1304.0,32.2,57.5,60.0,6.5,Drip,Cotton,Medium,57.0,42.1,117.8,7,56.12
Manipur,District_41,Zaid,Maize,Sandy,632.7,36.6,44.5,283.4,7.3,Rainfed,Rice,Low,69.5,65.2,135.3,4,3.29
Odisha,District_17,Zaid,Rice,Loamy,1257.8,35.9,60.8,291.4,5.4,Sprinkler,Wheat,Medium,153.1,59.5,82.6,9,3.56
Odisha,District_20,Zaid,Rice,Black,1428.1,37.2,81.9,288.2,7.0,Drip,Wheat,Medium,94.7,28.4,126.0,5,3.64
Karnataka,District_25,Kharif,Pulses,Red,1021.8,26.5,63.8,169.8,5.7,Rainfed,Wheat,High,105.3,49.6,45.8,9,1.07
Rajasthan,District_42,Zaid,Pulses,Sandy,1231.2,31.6,60.4,268.7,7.1,Drip,Sugarcane,Low,147.2,83.7,122.9,2,1.3
Odisha,District_14,Rabi,Rice,Red,1533.6,32.0,93.6,72.5,7.0,Rainfed,Cotton,Low,120.2,66.3,49.4,3,3.8
West Bengal,District_19,Kharif,Wheat,Black,1781.9,27.5,45.5,225.1,5.8,Canal,Sugarcane,Low,186.7,87.1,118.0,3,3.78
Manipur,District_43,Zaid,Sugarcane,Sandy,187.0,28.7,40.5,171.4,7.7,Rainfed,Sugarcane,Low,127.9,74.2,74.3,1,58.49
Uttar Pradesh,District_12,Rabi,Sugarcane,Black,1371.6,15.4,82.4,253.7,5.5,Sprinkler,Wheat,Low,89.8,21.4,72.3,1,65.44
Meghalaya,District_44,Kharif,Cotton,Loamy,681.8,28.1,71.2,219.1,6.6,Tubewell,Cotton,Medium,181.9,74.0,100.2,8,2.14
Karnataka,District_35,Zaid,Maize,Loamy,1531.7,24.2,56.7,75.8,5.8,Tubewell,Maize,Low,87.0,58.7,122.2,7,2.61
Manipur,District_37,Kharif,Cotton,Red,1663.4,20.5,69.2,216.2,6.9,Drip,Cotton,High,134.2,82.2,62.5,7,2.35
Manipur,District_27,Rabi,Maize,Sandy,1306.3,28.3,48.1,254.7,6.9,Tubewell,Wheat,High,108.2,73.9,68.6,1,2.37
Manipur,District_42,Kharif,Sugarcane,Red,1015.3,27.4,43.3,225.6,7.0,Drip,Maize,Low,189.6,59.8,65.3,8,75.02
Tamil Nadu,District_19,Zaid,Rice,Sandy,410.8,30.6,44.2,125.9,7.3,Canal,Wheat,Low,118.9,63.7,87.6,3,3.55
Assam,District_6,Zaid,Cotton,Black,988.7,16.1,86.4,295.5,7.3,Tubewell,Cotton,Medium,178.1,39.4,145.7,4,1.82
Odisha,District_33,Rabi,Rice,Alluvial,413.7,28.7,44.0,209.4,7.8,Rainfed,Wheat,Medium,78.5,83.4,139.9,2,3.31
Maharashtra,District_21,Rabi,Rice,Black,686.0,37.2,61.6,265.0,7.2,Canal,Pulses,Low,96.5,38.6,90.4,1,4.34
Rajasthan,District_19,Kharif,Maize,Black,1238.8,26.5,40.7,62.2,6.1,Drip,Pulses,Low,188.9,38.3,109.8,8,2.49
Uttar Pradesh,District_1,Rabi,Pulses,Loamy,841.9,33.6,54.0,119.0,6.2,Canal,Rice,High,184.2,20.0,139.2,6,1.06
Assam,District_39,Kharif,Wheat,Sandy,1585.3,16.0,81.9,149.2,6.2,Sprinkler,Cotton,High,163.1,93.5,144.6,1,2.76
Haryana,District_4,Kharif,Maize,Red,751.7,23.2,76.1,117.7,5.7,Tubewell,Cotton,Low,187.7,28.1,95.7,9,2.39
Rajasthan,District_32,Rabi,Sugarcane,Alluvial,1227.5,36.9,72.0,164.8,6.7,Sprinkler,Sugarcane,Low,127.5,80.7,71.1,7,71.5
Punjab,District_46,Zaid,Pulses,Sandy,994.9,26.0,67.4,109.1,6.7,Tubewell,Maize,Low,77.9,46.5,134.1,9,1.29
Maharashtra,District_37,Zaid,Rice,Red,474.0,25.6,45.2,258.4,5.3,Drip,Wheat,Low,159.0,81.9,78.8,4,3.21
Rajasthan,District_5,Kharif,Pulses,Sandy,362.0,15.9,47.0,243.7,5.2,Sprinkler,Sugarcane,Medium,112.5,61.8,46.0,8,1.12
Tamil Nadu,District_31,Zaid,Sugarcane,Alluvial,731.0,20.3,40.1,235.0,7.7,Canal,Pulses,Medium,83.6,73.0,121.6,5,50.17
Maharashtra,District_5,Rabi,Maize,Alluvial,1475.7,33.8,53.9,125.1,5.5,Rainfed,Wheat,Medium,100.5,100.0,84.6,8,2.53
Meghalaya,District_48,Zaid,Pulses,Alluvial,1252.4,23.8,62.8,240.9,5.3,Rainfed,Wheat,High,90.4,61.4,69.6,6,1.25
Punjab,District_12,Zaid,Maize,Red,1517.6,31.4,81.7,84.6,6.5,Drip,Pulses,High,126.3,49.5,142.6,8,2.06
Gujarat,District_46,Kharif,Pulses,Black,908.5,33.5,46.7,90.0,7.4,Drip,Rice,Low,101.7,22.5,45.7,9,1.16
Assam,District_21,Kharif,Wheat,Black,509.8,34.7,78.6,234.5,6.7,Rainfed,Sugarcane,Low,192.1,59.7,81.9,4,2.98
Maharashtra,District_49,Rabi,Sugarcane,Red,1549.9,15.6,86.1,62.7,7.0,Tubewell,Maize,Low,195.5,55.0,65.8,3,70.48
Odisha,District_8,Zaid,Rice,Red,1285.6,24.9,57.0,175.7,5.5,Rainfed,Cotton,Medium,194.2,77.2,144.8,9,4.02
Maharashtra,District_12,Rabi,Pulses,Loamy,847.2,35.0,77.0,251.2,5.9,Drip,Pulses,Medium,143.7,65.7,131.6,3,1.13
Gujarat,District_47,Zaid,Maize,Red,494.0,19.3,41.1,153.8,5.7,Drip,Rice,Low,111.7,94.8,87.4,5,2.61
Maharashtra,District_21,Kharif,Sugarcane,Sandy,820.0,22.6,43.1,149.7,7.7,Canal,Rice,Medium,146.3,73.7,109.6,7,42.89
Odisha,District_39,Rabi,Pulses,Red,2224.9,21.4,55.2,163.7,7.7,Drip,Wheat,Medium,60.1,61.5,59.7,6,1.15
Meghalaya,District_47,Rabi,Cotton,Loamy,1338.4,19.4,72.0,109.1,6.6,Rainfed,Sugarcane,Low,61.1,68.4,96.8,3,2.21
Maharashtra,District_43,Zaid,Maize,Alluvial,650.9,37.3,73.2,78.5,5.4,Drip,Maize,Low,192.7,43.8,50.1,3,2.07
Tamil Nadu,District_10,Zaid,Pulses,Black,2205.0,15.3,93.1,120.2,7.0,Sprinkler,Pulses,Low,156.0,68.8,74.4,4,1.45
Manipur,District_16,Kharif,Cotton,Black,2860.8,36.6,40.4,245.4,6.8,Rainfed,Maize,Low,106.0,24.0,109.0,4,2.23
Maharashtra,District_44,Kharif,Sugarcane,Sandy,1140.4,20.1,79.9,208.1,7.1,Drip,Maize,Low,82.2,73.2,94.8,6,76.8
Odisha,District_34,Kharif,Cotton,Sandy,1573.5,33.6,87.4,256.1,6.5,Rainfed,Cotton,Low,115.8,99.7,65.2,9,2.36
Odisha,District_2,Rabi,Pulses,Black,1959.8,30.0,85.0,72.0,7.6,Tubewell,Cotton,Low,54.4,48.5,41.7,2,1.29
Tamil Nadu,District_50,Zaid,Cotton,Alluvial,1061.9,29.0,77.0,79.5,7.7,Rainfed,Pulses,Medium,175.8,84.4,130.5,8,1.72
Gujarat,District_32,Zaid,Wheat,Red,1400.9,32.0,68.7,76.4,6.2,Tubewell,Rice,High,188.1,66.8,99.2,1,2.53
Uttar Pradesh,District_29,Rabi,Rice,Black,875.7,29.7,85.9,179.9,6.6,Canal,Pulses,High,71.7,82.7,86.1,6,3.63
Odisha,District_35,Rabi,Pulses,Alluvial,1389.7,28.6,62.4,172.7,5.3,Rainfed,Maize,High,81.5,42.5,118.4,6,1.23
Uttar Pradesh,District_33,Zaid,Pulses,Black,524.6,18.7,43.9,104.6,6.9,Tubewell,Rice,Medium,182.3,85.1,115.4,3,1.18
West Bengal,District_24,Kharif,Wheat,Loamy,1041.3,20.9,80.8,78.4,7.5,Sprinkler,Sugarcane,Low,174.2,37.3,129.0,5,3.51
Odisha,District_6,Zaid,Cotton,Black,564.4,36.6,88.2,84.6,6.2,Canal,Maize,High,133.0,60.3,61.3,6,1.51
Maharashtra,District_27,Zaid,Pulses,Loamy,1271.5,25.6,62.8,63.2,6.0,Drip,Sugarcane,High,118.9,52.9,119.4,4,1.14
Haryana,District_30,Rabi,Wheat,Alluvial,877.2,15.0,79.5,235.8,6.5,Sprinkler,Maize,Medium,74.2,26.7,42.1,3,2.96
Uttar Pradesh,District_50,Zaid,Sugarcane,Sandy,740.7,20.1,68.6,205.9,5.8,Tubewell,Cotton,Low,58.7,51.3,65.8,8,59.36
Tamil Nadu,District_20,Kharif,Rice,Sandy,1797.2,24.9,69.7,227.1,7.0,Tubewell,Wheat,Low,75.8,60.0,85.3,6,4.94
Odisha,District_19,Kharif,Pulses,Red,906.5,31.0,67.3,284.0,6.3,Canal,Maize,High,197.1,61.0,52.6,1,1.13
West Bengal,District_41,Zaid,Pulses,Red,1854.5,32.9,73.6,265.8,7.0,Rainfed,Sugarcane,Low,111.2,90.8,64.4,9,1.54
Tamil Nadu,District_38,Zaid,Rice,Black,1714.1,25.7,88.1,108.8,5.5,Tubewell,Wheat,High,92.8,62.5,96.2,3,3.2
Rajasthan,District_37,Zaid,Sugarcane,Sandy,701.4,33.5,89.6,108.8,5.4,Canal,Rice,Medium,181.6,51.2,99.6,4,49.43
Haryana,District_42,Zaid,Rice,Sandy,1191.2,25.4,68.2,297.4,5.8,Tubewell,Sugarcane,Medium,191.4,23.4,89.1,3,4.26
Maharashtra,District_41,Zaid,Sugarcane,Alluvial,525.3,23.5,65.5,233.5,6.9,Sprinkler,Maize,Medium,156.3,20.7,63.9,1,53.57
Rajasthan,District_26,Rabi,Maize,Black,2157.5,17.4,42.7,199.4,6.3,Rainfed,Cotton,High,132.2,61.7,78.5,4,2.29
Haryana,District_27,Kharif,Pulses,Black,1352.6,32.1,49.3,106.8,7.5,Drip,Cotton,Medium,162.5,92.7,123.5,3,1.02
West Bengal,District_46,Zaid,Maize,Black,2178.1,27.5,81.7,133.7,6.3,Rainfed,Pulses,Medium,156.9,50.9,104.7,9,2.46
Odisha,District_36,Kharif,Cotton,Red,719.5,35.9,67.9,105.1,5.4,Canal,Maize,High,154.4,50.6,130.4,2,1.45
West Bengal,District_16,Kharif,Cotton,Red,1053.7,27.3,75.0,239.6,5.8,Tubewell,Rice,Medium,129.3,86.1,90.9,4,2.09
Punjab,District_16,Rabi,Maize,Sandy,1491.8,37.6,83.3,245.7,7.1,Tubewell,Maize,Medium,72.6,37.4,91.0,6,2.9
Karnataka,District_32,Rabi,Pulses,Black,1313.3,30.3,57.8,275.5,7.5,Sprinkler,Cotton,Low,98.8,92.1,149.6,6,1.14
Gujarat,District_26,Rabi,Maize,Alluvial,1239.9,31.3,93.2,258.4,7.5,Sprinkler,Cotton,Low,190.0,84.1,114.2,3,2.64
West Bengal,District_4,Zaid,Wheat,Red,1045.0,15.5,59.8,248.1,6.7,Rainfed,Cotton,Low,96.9,72.3,65.5,6,3.48
Karnataka,District_35,Zaid,Pulses,Loamy,607.4,26.8,40.3,285.2,6.3,Canal,Rice,Medium,110.4,51.2,47.6,3,1.32
Maharashtra,District_24,Rabi,Wheat,Red,2461.0,20.3,72.8,282.8,7.6,Canal,Cotton,Medium,101.3,62.2,63.3,3,2.89
Punjab,District_36,Zaid,Sugarcane,Black,936.0,25.6,91.7,181.0,7.7,Rainfed,Rice,Medium,174.9,49.0,135.0,8,41.84
Maharashtra,District_40,Rabi,Sugarcane,Sandy,2656.5,29.9,55.1,97.5,6.9,Sprinkler,Rice,Medium,139.9,34.3,117.6,6,60.74
Uttar Pradesh,District_36,Rabi,Rice,Red,502.3,16.4,77.7,66.0,5.6,Rainfed,Wheat,Medium,118.0,56.4,115.4,6,3.42
West Bengal,District_3,Zaid,Sugarcane,Loamy,627.5,18.5,71.5,126.5,7.6,Canal,Rice,High,137.5,67.4,79.0,6,57.14
Uttar Pradesh,District_30,Rabi,Pulses,Loamy,895.9,36.1,73.9,119.1,7.0,Tubewell,Sugarcane,High,139.5,60.1,147.4,8,1.03
Tamil Nadu,District_11,Rabi,Wheat,Sandy,1502.7,33.5,94.8,67.2,7.5,Drip,Sugarcane,Medium,143.4,97.9,91.2,5,2.56
Meghalaya,District_33,Zaid,Maize,Red,998.5,37.4,84.9,264.6,7.6,Sprinkler,Cotton,High,62.8,50.8,47.8,2,2.02
Meghalaya,District_24,Rabi,Sugarcane,Loamy,754.5,16.7,64.1,187.2,7.8,Rainfed,Pulses,Low,74.9,29.2,41.0,7,59.22
Haryana,District_45,Zaid,Cotton,Red,784.2,20.3,47.1,121.6,6.1,Canal,Sugarcane,High,151.1,25.0,63.2,6,1.84
Gujarat,District_15,Zaid,Maize,Sandy,1218.5,37.7,54.9,83.7,7.4,Canal,Sugarcane,High,156.0,69.4,57.2,6,2.39
Gujarat,District_10,Zaid,Wheat,Sandy,742.4,15.1,49.6,270.1,6.3,Tubewell,Rice,Medium,197.6,51.7,118.7,5,3.28
Karnataka,District_29,Kharif,Pulses,Black,549.7,28.2,76.7,246.5,7.4,Rainfed,Cotton,Low,97.1,63.0,132.4,1,1.07
Uttar Pradesh,District_33,Zaid,Cotton,Black,1109.5,30.1,70.8,224.9,6.9,Sprinkler,Cotton,Medium,67.6,84.0,53.6,7,2.16
Meghalaya,District_14,Kharif,Pulses,Black,2264.2,19.5,92.3,102.1,6.7,Sprinkler,Maize,High,136.9,59.2,110.9,4,1.1
Rajasthan,District_12,Zaid,Cotton,Loamy,668.7,34.7,49.1,265.0,6.5,Drip,Sugarcane,Medium,111.0,92.3,106.4,6,2.18
Odisha,District_31,Rabi,Sugarcane,Red,1139.2,23.6,83.9,148.2,5.4,Tubewell,Wheat,High,133.5,87.6,127.6,4,52.29
Assam,District_50,Rabi,Sugarcane,Black,580.5,35.1,53.7,123.2,5.2,Rainfed,Pulses,Medium,180.6,83.4,109.0,1,52.39
West Bengal,District_31,Zaid,Pulses,Loamy,1020.5,17.2,66.7,281.0,5.3,Rainfed,Sugarcane,Medium,93.7,36.6,66.2,7,1.09
Manipur,District_37,Rabi,Pulses,Red,1675.1,26.8,78.7,284.4,6.2,Sprinkler,Cotton,Low,156.2,58.1,114.2,5,1.63
Maharashtra,District_19,Kharif,Maize,Red,1177.2,30.4,65.8,245.7,5.5,Canal,Maize,Low,143.9,42.3,133.8,9,2.63
Gujarat,District_13,Rabi,Pulses,Loamy,943.0,25.3,53.1,71.9,7.1,Sprinkler,Maize,Low,66.7,68.7,70.9,1,1.23
Tamil Nadu,District_40,Rabi,Pulses,Black,525.5,28.1,75.8,110.6,6.6,Sprinkler,Wheat,Low,178.5,86.8,142.0,6,1.24
West Bengal,District_41,Zaid,Rice,Sandy,1157.3,20.4,59.0,67.2,7.7,Tubewell,Rice,Low,150.2,94.7,69.2,1,3.82
Haryana,District_44,Rabi,Cotton,Loamy,583.1,29.3,73.0,181.5,6.1,Tubewell,Rice,Low,186.9,47.2,90.1,1,2.3
Tamil Nadu,District_42,Rabi,Wheat,Loamy,1683.9,22.2,58.7,78.9,6.4,Tubewell,Maize,Medium,89.2,47.5,131.8,8,3.39
Odisha,District_42,Zaid,Maize,Alluvial,1057.3,18.8,53.2,230.4,5.9,Sprinkler,Wheat,Low,101.2,55.9,140.5,3,3.19
Tamil Nadu,District_27,Zaid,Pulses,Alluvial,996.1,32.3,81.5,198.7,7.6,Tubewell,Rice,Low,172.6,80.6,46.1,3,1.03
Maharashtra,District_1,Kharif,Cotton,Red,1506.9,24.3,88.7,274.9,7.6,Rainfed,Sugarcane,Low,97.1,75.3,69.9,9,1.98
Karnataka,District_42,Rabi,Rice,Red,1187.0,34.9,85.2,101.6,6.5,Sprinkler,Sugarcane,Medium,67.5,74.6,144.5,4,3.56
Gujarat,District_13,Zaid,Wheat,Loamy,1608.5,24.0,59.5,70.9,5.8,Canal,Maize,Medium,52.3,66.5,51.6,3,3.03
Uttar Pradesh,District_12,Rabi,Pulses,Red,2601.9,24.2,58.0,62.6,7.3,Canal,Pulses,High,170.1,28.4,103.5,7,1.19
Odisha,District_40,Zaid,Maize,Black,731.0,20.2,89.3,248.0,7.0,Drip,Cotton,Low,142.5,89.1,64.5,7,2.7
Tamil Nadu,District_7,Kharif,Maize,Loamy,1254.8,36.6,85.0,296.1,5.9,Tubewell,Wheat,High,195.5,54.5,78.2,7,2.32
Gujarat,District_25,Kharif,Maize,Alluvial,1174.0,18.2,77.9,275.5,7.1,Tubewell,Cotton,Medium,61.5,91.7,127.3,1,2.54
Manipur,District_47,Rabi,Maize,Red,773.3,25.7,66.5,261.8,5.8,Sprinkler,Rice,High,107.1,84.7,130.6,1,1.96
Assam,District_43,Rabi,Pulses,Black,762.9,30.6,44.2,161.0,6.8,Canal,Cotton,Low,190.6,44.9,67.5,2,1.33
Assam,District_50,Rabi,Wheat,Sandy,1377.2,16.6,63.0,87.9,6.8,Rainfed,Pulses,High,190.8,72.9,48.4,3,2.97
Haryana,District_15,Rabi,Pulses,Red,584.5,16.1,57.6,165.2,7.5,Tubewell,Wheat,High,194.3,55.5,122.5,6,1.1
Gujarat,District_27,Rabi,Wheat,Sandy,2017.0,24.1,50.0,97.6,7.4,Sprinkler,Cotton,Medium,56.3,53.5,58.5,2,2.67
Manipur,District_44,Zaid,Sugarcane,Black,1295.3,31.8,92.7,112.9,7.5,Sprinkler,Rice,Low,190.1,93.3,109.9,9,57.01
Tamil Nadu,District_37,Zaid,Cotton,Red,955.6,16.0,83.0,155.6,6.4,Canal,Rice,Low,184.0,72.6,40.9,8,2.16
Tamil Nadu,District_10,Kharif,Sugarcane,Sandy,1913.8,36.0,53.8,262.6,6.5,Tubewell,Maize,High,127.1,44.7,103.0,8,61.24
Tamil Nadu,District_38,Kharif,Cotton,Black,1359.1,23.0,76.9,253.3,7.7,Drip,Rice,High,110.0,82.7,69.3,3,1.51
Tamil Nadu,District_33,Kharif,Cotton,Loamy,486.9,19.6,43.6,272.9,6.3,Drip,Cotton,Low,124.5,93.4,125.4,2,2.15
Karnataka,District_20,Zaid,Rice,Loamy,541.2,35.7,44.6,154.3,5.5,Canal,Cotton,High,52.5,72.9,106.3,2,2.94
Assam,District_5,Zaid,Rice,Black,1064.5,36.8,56.8,123.5,5.9,Canal,Cotton,High,91.7,22.9,142.0,1,3.09
Odisha,District_5,Kharif,Pulses,Sandy,1816.2,31.0,60.0,195.9,5.2,Drip,Rice,Low,59.3,62.8,102.3,8,1.28
Assam,District_47,Kharif,Cotton,Black,1611.7,16.2,63.4,259.8,7.3,Drip,Maize,High,83.6,38.1,129.9,5,2.08
Maharashtra,District_44,Rabi,Cotton,Loamy,835.2,21.4,58.3,219.1,7.5,Sprinkler,Wheat,Low,163.9,78.2,93.3,4,2.24
Rajasthan,District_26,Kharif,Maize,Black,549.6,32.5,48.5,95.8,5.9,Sprinkler,Wheat,High,104.2,52.7,114.8,5,2.18
Meghalaya,District_30,Kharif,Wheat,Alluvial,1952.4,33.5,53.6,294.2,6.1,Sprinkler,Cotton,Medium,100.6,45.0,53.4,3,2.95
Tamil Nadu,District_23,Kharif,Cotton,Black,836.4,34.0,77.0,257.8,6.2,Tubewell,Maize,Medium,73.4,79.0,79.7,4,1.96
West Bengal,District_27,Kharif,Pulses,Alluvial,985.7,18.6,94.4,294.5,7.3,Sprinkler,Rice,High,148.9,66.2,135.3,3,0.97
West Bengal,District_3,Kharif,Wheat,Alluvial,289.1,30.3,67.5,214.8,5.3,Drip,Sugarcane,High,114.4,42.3,54.2,5,2.33
Rajasthan,District_3,Kharif,Pulses,Black,755.1,20.8,87.6,84.7,5.5,Drip,Cotton,High,196.9,73.9,133.2,3,0.98
